id,world,seed,repeat,checkpoint_steps,planner,steps,max_steps,travel_m,start_dist_m,dist_to_goal_m,min_dist_to_goal_m,min_dist_step,net_disp_m,cells_visited,min_clear_m,stopped_steps,collisions,hit_unknown,reached_goal,r_progress,r_coverage,r_time,r_stop,r_clear,r_seen,r_revisit,r_terminal,goal_tol_m,robot_r,goal_x,goal_y
16,maze,103,0,0,random,3000,3000,65.32807159423828,36.81302261352539,37.10988235473633,20.659700393676758,463,1.7649937868118286,50,0.8336668610572815,1991,0,0,0,9.588906288146973,20.373239517211914,-2.999964952468872,-199.1029510498047,0.0,0.0,0.0,0.0,3.0,0.6,28.44996452331543,28.44996452331543
17,maze,103,1,0,random,3000,3000,152.32476806640625,36.81302261352539,18.530967712402344,15.510457038879395,1104,23.929157257080078,77,0.6540970206260681,0,0,0,0,130.00393676757812,31.374794006347656,-2.999964952468872,0.0,-0.9481987953186035,0.0,0.0,0.0,3.0,0.6,28.44996452331543,28.44996452331543
18,maze,104,0,0,random,3000,3000,172.62530517578125,39.78676986694336,2.6530632972717285,0.544377863407135,2243,42.436683654785156,133,0.8028383851051331,0,0,0,0,213.320556640625,50.1423454284668,-2.999964952468872,0.0,0.0,0.0,0.0,0.0,3.0,0.6,22.45723533630371,37.262062072753906
19,maze,104,1,0,random,3000,3000,134.28396606445312,39.78676986694336,27.003780364990234,26.936697006225586,2800,12.784377098083496,25,0.8704695701599121,0,0,0,0,64.2643814086914,9.425244331359863,-2.999964952468872,0.0,0.0,0.0,0.0,0.0,3.0,0.6,22.45723533630371,37.262062072753906
20,maze,105,0,0,random,3000,3000,137.03514099121094,50.997222900390625,35.290443420410156,35.183135986328125,1924,19.22187042236328,32,0.7182900905609131,0,0,0,0,75.3838119506836,9.412280082702637,-2.999964952468872,0.0,-0.7613663673400879,0.0,0.0,0.0,3.0,0.6,36.20426559448242,41.73569107055664
21,maze,105,1,0,random,3000,3000,170.13095092773438,50.997222900390625,36.885066986083984,32.017608642578125,1797,20.933252334594727,120,0.6918782591819763,0,0,0,0,82.095703125,35.29606246948242,-2.999964952468872,0.0,-1.7763004302978516,0.0,0.0,0.0,3.0,0.6,36.20426559448242,41.73569107055664
22,maze,106,0,0,random,3000,3000,137.3408966064453,20.522558212280273,22.058391571044922,14.965620994567871,256,1.8034030199050903,22,0.8541334271430969,0,0,0,0,17.574796676635742,16.079864501953125,-2.999964952468872,0.0,0.0,0.0,0.0,0.0,3.0,0.6,16.57559585571289,16.57559585571289
23,maze,106,1,0,random,3000,3000,137.74050903320312,20.522558212280273,14.913515090942383,10.490532875061035,1252,14.077250480651855,30,0.8006724715232849,0,0,0,0,137.1883087158203,21.927093505859375,-2.999964952468872,0.0,0.0,0.0,0.0,0.0,3.0,0.6,16.57559585571289,16.57559585571289
24,maze,101,0,0,freeM,3000,3000,287.3883361816406,44.0926628112793,37.16115188598633,9.669681549072266,1165,17.38707160949707,263,0.799547553062439,0,0,0,0,78.865966796875,89.47066497802734,-2.999964952468872,0.0,-0.0004761324671562761,0.0,0.0,0.0,3.0,0.6,36.94566345214844,31.30017852783203
25,maze,101,1,0,freeM,3000,3000,287.3883361816406,44.0926628112793,37.16115188598633,9.669681549072266,1165,17.38707160949707,263,0.799547553062439,0,0,0,0,78.865966796875,89.47066497802734,-2.999964952468872,0.0,-0.0004761324671562761,0.0,0.0,0.0,3.0,0.6,36.94566345214844,31.30017852783203
26,maze,102,0,0,freeM,3000,3000,168.45831298828125,26.98373794555664,1.460124135017395,0.08288712799549103,706,27.646923065185547,75,0.8511699438095093,0,0,0,0,204.91552734375,41.6917724609375,-2.999964952468872,0.0,0.0,0.0,0.0,0.0,3.0,0.6,17.088871002197266,24.572813034057617
27,maze,102,1,0,freeM,3000,3000,168.45831298828125,26.98373794555664,1.460124135017395,0.08288712799549103,706,27.646923065185547,75,0.8511699438095093,0,0,0,0,204.91552734375,41.6917724609375,-2.999964952468872,0.0,0.0,0.0,0.0,0.0,3.0,0.6,17.088871002197266,24.572813034057617
28,maze,103,0,0,freeM,3000,3000,272.98175048828125,36.81302261352539,2.4253413677215576,1.118655800819397,2722,39.09246063232422,187,0.691497802734375,0,0,0,0,212.38380432128906,76.19573974609375,-2.999964952468872,0.0,-0.622589647769928,0.0,0.0,0.0,3.0,0.6,28.44996452331543,28.44996452331543
29,maze,103,1,0,freeM,3000,3000,272.98175048828125,36.81302261352539,2.4253413677215576,1.118655800819397,2722,39.09246063232422,187,0.691497802734375,0,0,0,0,212.38380432128906,76.19573974609375,-2.999964952468872,0.0,-0.622589647769928,0.0,0.0,0.0,3.0,0.6,28.44996452331543,28.44996452331543
30,maze,104,0,0,freeM,3000,3000,241.96231079101562,39.78676986694336,2.7445828914642334,1.8762964010238647,2110,42.52886962890625,162,0.7591916918754578,0,0,0,0,213.783935546875,61.075645446777344,-2.999964952468872,0.0,-6.956134796142578,0.0,0.0,0.0,3.0,0.6,22.45723533630371,37.262062072753906
31,maze,104,1,0,freeM,3000,3000,241.96231079101562,39.78676986694336,2.7445828914642334,1.8762964010238647,2110,42.52886962890625,162,0.7591916918754578,0,0,0,0,213.783935546875,61.075645446777344,-2.999964952468872,0.0,-6.956134796142578,0.0,0.0,0.0,3.0,0.6,22.45723533630371,37.262062072753906
32,maze,105,0,0,freeM,3000,3000,287.3959045410156,50.997222900390625,34.86431121826172,15.88128662109375,2695,37.34036636352539,233,0.7418348789215088,0,0,0,0,146.44068908691406,68.53306579589844,-2.999964952468872,0.0,-10.1242094039917,0.0,0.0,0.0,3.0,0.6,36.20426559448242,41.73569107055664
33,maze,105,1,0,freeM,3000,3000,287.3959045410156,50.997222900390625,34.86431121826172,15.88128662109375,2695,37.34036636352539,233,0.7418348789215088,0,0,0,0,146.44068908691406,68.53306579589844,-2.999964952468872,0.0,-10.1242094039917,0.0,0.0,0.0,3.0,0.6,36.20426559448242,41.73569107055664
34,maze,106,0,0,freeM,3000,3000,138.13656616210938,20.522558212280273,15.199254989624023,14.366680145263672,128,11.54499340057373,13,0.6976292133331299,0,0,0,0,112.51029205322266,9.501739501953125,-2.999964952468872,0.0,-0.4628075659275055,0.0,0.0,0.0,3.0,0.6,16.57559585571289,16.57559585571289
35,maze,106,1,0,freeM,3000,3000,138.13656616210938,20.522558212280273,15.199254989624023,14.366680145263672,128,11.54499340057373,13,0.6976292133331299,0,0,0,0,112.51029205322266,9.501739501953125,-2.999964952468872,0.0,-0.4628075659275055,0.0,0.0,0.0,3.0,0.6,16.57559585571289,16.57559585571289
36,maze,101,0,0,goal,402,3000,26.872438430786133,44.0926628112793,27.344879150390625,27.344879150390625,402,25.967947006225586,28,0.5839458703994751,0,1,1,0,117.7881088256836,9.525397300720215,-0.401998370885849,0.0,-0.5372409224510193,0.0,0.0,-300.0,3.0,0.6,36.94566345214844,31.30017852783203
37,maze,101,1,0,goal,402,3000,26.872438430786133,44.0926628112793,27.344879150390625,27.344879150390625,402,25.967947006225586,28,0.5839458703994751,0,1,1,0,117.7881088256836,9.525397300720215,-0.401998370885849,0.0,-0.5372409224510193,0.0,0.0,-300.0,3.0,0.6,36.94566345214844,31.30017852783203
38,maze,102,0,0,goal,3000,3000,128.5552520751953,26.98373794555664,7.700539588928223,7.6607136726379395,1017,19.384807586669922,27,0.7349643111228943,0,0,0,0,143.67758178710938,15.009037971496582,-2.999964952468872,0.0,-0.5900941491127014,0.0,0.0,0.0,3.0,0.6,17.088871002197266,24.572813034057617
39,maze,102,1,0,goal,3000,3000,128.5552520751953,26.98373794555664,7.700539588928223,7.6607136726379395,1017,19.384807586669922,27,0.7349643111228943,0,0,0,0,143.67758178710938,15.009037971496582,-2.999964952468872,0.0,-0.5900941491127014,0.0,0.0,0.0,3.0,0.6,17.088871002197266,24.572813034057617
40,maze,103,0,0,goal,3000,3000,151.11639404296875,36.81302261352539,17.151012420654297,16.985057830810547,358,19.666046142578125,27,0.65230393409729,0,0,0,0,106.84184265136719,11.001544952392578,-2.999964952468872,0.0,-1.5137470960617065,0.0,0.0,0.0,3.0,0.6,28.44996452331543,28.44996452331543
41,maze,103,1,0,goal,3000,3000,151.11639404296875,36.81302261352539,17.151012420654297,16.985057830810547,358,19.666046142578125,27,0.65230393409729,0,0,0,0,106.84184265136719,11.001544952392578,-2.999964952468872,0.0,-1.5137470960617065,0.0,0.0,0.0,3.0,0.6,28.44996452331543,28.44996452331543
42,maze,104,0,0,goal,3000,3000,148.21795654296875,39.78676986694336,27.111474990844727,26.83570671081543,235,12.675346374511719,20,0.6942052841186523,0,0,0,0,63.7170295715332,7.540196895599365,-2.999964952468872,0.0,-1.9184575080871582,0.0,0.0,0.0,3.0,0.6,22.45723533630371,37.262062072753906
43,maze,104,1,0,goal,3000,3000,148.21795654296875,39.78676986694336,27.111474990844727,26.83570671081543,235,12.675346374511719,20,0.6942052841186523,0,0,0,0,63.7170295715332,7.540196895599365,-2.999964952468872,0.0,-1.9184575080871582,0.0,0.0,0.0,3.0,0.6,22.45723533630371,37.262062072753906
44,maze,105,0,0,goal,3000,3000,16.1125431060791,50.997222900390625,38.0217170715332,38.0217170715332,254,13.816454887390137,19,0.7509561777114868,2746,0,0,0,54.18513488769531,5.588540077209473,-2.999964952468872,-274.6075439453125,-37.764442443847656,0.0,0.0,0.0,3.0,0.6,36.20426559448242,41.73569107055664
45,maze,105,1,0,goal,3000,3000,16.1125431060791,50.997222900390625,38.0217170715332,38.0217170715332,254,13.816454887390137,19,0.7509561777114868,2746,0,0,0,54.18513488769531,5.588540077209473,-2.999964952468872,-274.6075439453125,-37.764442443847656,0.0,0.0,0.0,3.0,0.6,36.20426559448242,41.73569107055664
46,maze,106,0,0,goal,156,3000,10.244035720825195,20.522558212280273,14.291088104248047,14.291088104248047,156,9.69888973236084,11,0.5871522426605225,0,1,1,0,94.51929473876953,8.039934158325195,-0.15600013732910156,0.0,-0.9883126020431519,0.0,0.0,-300.0,3.0,0.6,16.57559585571289,16.57559585571289
47,maze,106,1,0,goal,156,3000,10.244035720825195,20.522558212280273,14.291088104248047,14.291088104248047,156,9.69888973236084,11,0.5871522426605225,0,1,1,0,94.51929473876953,8.039934158325195,-0.15600013732910156,0.0,-0.9883126020431519,0.0,0.0,-300.0,3.0,0.6,16.57559585571289,16.57559585571289
48,maze,101,0,0,score,482,3000,39.39565658569336,44.0926628112793,21.48977279663086,21.370256423950195,477,30.576997756958008,42,0.5930176973342896,0,1,1,0,138.69422912597656,14.28809642791748,-0.4819973409175873,0.0,-0.46876975893974304,0.0,0.0,-300.0,3.0,0.6,36.94566345214844,31.30017852783203
49,maze,101,1,0,score,482,3000,39.39565658569336,44.0926628112793,21.48977279663086,21.370256423950195,477,30.576997756958008,42,0.5930176973342896,0,1,1,0,138.69422912597656,14.28809642791748,-0.4819973409175873,0.0,-0.46876975893974304,0.0,0.0,-300.0,3.0,0.6,36.94566345214844,31.30017852783203
50,maze,102,0,0,score,340,3000,27.05641746520996,26.98373794555664,10.67509937286377,7.621515274047852,259,17.03911018371582,32,0.5917013883590698,0,1,1,0,126.29168701171875,17.78849220275879,-0.33999916911125183,0.0,-0.8140577077865601,0.0,0.0,-300.0,3.0,0.6,17.088871002197266,24.572813034057617
51,maze,102,1,0,score,340,3000,27.05641746520996,26.98373794555664,10.67509937286377,7.621515274047852,259,17.03911018371582,32,0.5917013883590698,0,1,1,0,126.29168701171875,17.78849220275879,-0.33999916911125183,0.0,-0.8140577077865601,0.0,0.0,-300.0,3.0,0.6,17.088871002197266,24.572813034057617
52,maze,103,0,0,score,406,3000,32.77296447753906,36.81302261352539,20.738420486450195,16.978487014770508,317,16.78665542602539,34,0.5901209712028503,0,1,1,0,91.19950866699219,13.853799819946289,-0.4059983193874359,0.0,-0.6264375448226929,0.0,0.0,-300.0,3.0,0.6,28.44996452331543,28.44996452331543
53,maze,103,1,0,score,406,3000,32.77296447753906,36.81302261352539,20.738420486450195,16.978487014770508,317,16.78665542602539,34,0.5901209712028503,0,1,1,0,91.19950866699219,13.853799819946289,-0.4059983193874359,0.0,-0.6264375448226929,0.0,0.0,-300.0,3.0,0.6,28.44996452331543,28.44996452331543
54,maze,104,0,0,score,213,3000,16.862470626831055,39.78676986694336,27.038162231445312,26.84283447265625,196,12.754081726074219,20,0.5941494703292847,0,1,1,0,64.11219024658203,7.540196895599365,-0.21300025284290314,0.0,-1.3855929374694824,0.0,0.0,-300.0,3.0,0.6,22.45723533630371,37.262062072753906
55,maze,104,1,0,score,213,3000,16.862470626831055,39.78676986694336,27.038162231445312,26.84283447265625,196,12.754081726074219,20,0.5941494703292847,0,1,1,0,64.11219024658203,7.540196895599365,-0.21300025284290314,0.0,-1.3855929374694824,0.0,0.0,-300.0,3.0,0.6,22.45723533630371,37.262062072753906
56,maze,105,0,0,score,3000,3000,23.410236358642578,50.997222900390625,35.14756774902344,35.1168327331543,281,19.000398635864258,27,0.7847756147384644,2711,0,0,0,74.51543426513672,7.9416093826293945,-2.999964952468872,-271.1073303222656,-0.01347250584512949,0.0,0.0,0.0,3.0,0.6,36.20426559448242,41.73569107055664
57,maze,105,1,0,score,3000,3000,23.410236358642578,50.997222900390625,35.14756774902344,35.1168327331543,281,19.000398635864258,27,0.7847756147384644,2711,0,0,0,74.51543426513672,7.9416093826293945,-2.999964952468872,-271.1073303222656,-0.01347250584512949,0.0,0.0,0.0,3.0,0.6,36.20426559448242,41.73569107055664
58,maze,106,0,0,score,299,3000,23.742164611816406,20.522558212280273,6.9531755447387695,6.643826484680176,247,14.264418601989746,26,0.5977504253387451,0,1,1,0,139.0121612548828,19.00347900390625,-0.29899969696998596,0.0,-1.3086528778076172,0.0,0.0,-300.0,3.0,0.6,16.57559585571289,16.57559585571289
59,maze,106,1,0,score,299,3000,23.742164611816406,20.522558212280273,6.9531755447387695,6.643826484680176,247,14.264418601989746,26,0.5977504253387451,0,1,1,0,139.0121612548828,19.00347900390625,-0.29899969696998596,0.0,-1.3086528778076172,0.0,0.0,-300.0,3.0,0.6,16.57559585571289,16.57559585571289
60,maze,101,0,0,freeG,3000,3000,261.326171875,44.0926628112793,21.218137741088867,9.666048049926758,2198,27.22490692138672,201,0.7985755205154419,0,0,0,0,123.48950958251953,68.37859344482422,-2.999964952468872,0.0,-0.017201518639922142,0.0,0.0,0.0,3.0,0.6,36.94566345214844,31.30017852783203
61,maze,101,1,0,freeG,3000,3000,261.326171875,44.0926628112793,21.218137741088867,9.666048049926758,2198,27.22490692138672,201,0.7985755205154419,0,0,0,0,123.48950958251953,68.37859344482422,-2.999964952468872,0.0,-0.017201518639922142,0.0,0.0,0.0,3.0,0.6,36.94566345214844,31.30017852783203
62,maze,102,0,0,freeG,3000,3000,144.31509399414062,26.98373794555664,1.35214364528656,0.16599200665950775,705,27.64304542541504,76,0.7441567182540894,0,0,0,0,204.88662719726562,42.24766159057617,-2.999964952468872,0.0,-79.77593994140625,0.0,0.0,0.0,3.0,0.6,17.088871002197266,24.572813034057617
63,maze,102,1,0,freeG,3000,3000,144.31509399414062,26.98373794555664,1.35214364528656,0.16599200665950775,705,27.64304542541504,76,0.7441567182540894,0,0,0,0,204.88662719726562,42.24766159057617,-2.999964952468872,0.0,-79.77593994140625,0.0,0.0,0.0,3.0,0.6,17.088871002197266,24.572813034057617
64,maze,103,0,0,freeG,3000,3000,153.9815673828125,36.81302261352539,37.2967414855957,20.551067352294922,255,1.9056051969528198,56,0.7177915573120117,0,0,0,0,10.352813720703125,22.818029403686523,-2.999964952468872,0.0,-11.303780555725098,0.0,0.0,0.0,3.0,0.6,28.44996452331543,28.44996452331543
65,maze,103,1,0,freeG,3000,3000,153.9815673828125,36.81302261352539,37.2967414855957,20.551067352294922,255,1.9056051969528198,56,0.7177915573120117,0,0,0,0,10.352813720703125,22.818029403686523,-2.999964952468872,0.0,-11.303780555725098,0.0,0.0,0.0,3.0,0.6,28.44996452331543,28.44996452331543
66,maze,104,0,0,freeG,3000,3000,143.68455505371094,39.78676986694336,21.105148315429688,16.44527244567871,511,30.770000457763672,73,0.6783186793327332,0,0,0,0,154.67459106445312,27.521724700927734,-2.999964952468872,0.0,-128.844482421875,0.0,0.0,0.0,3.0,0.6,22.45723533630371,37.262062072753906
67,maze,104,1,0,freeG,3000,3000,143.68455505371094,39.78676986694336,21.105148315429688,16.44527244567871,511,30.770000457763672,73,0.6783186793327332,0,0,0,0,154.67459106445312,27.521724700927734,-2.999964952468872,0.0,-128.844482421875,0.0,0.0,0.0,3.0,0.6,22.45723533630371,37.262062072753906
68,maze,105,0,0,freeG,3000,3000,260.2281799316406,50.997222900390625,44.761837005615234,15.888715744018555,1418,9.783364295959473,233,0.7416591644287109,0,0,0,0,38.368370056152344,68.53306579589844,-2.999964952468872,0.0,-17.73769760131836,0.0,0.0,0.0,3.0,0.6,36.20426559448242,41.73569107055664
69,maze,105,1,0,freeG,3000,3000,260.2281799316406,50.997222900390625,44.761837005615234,15.888715744018555,1418,9.783364295959473,233,0.7416591644287109,0,0,0,0,38.368370056152344,68.53306579589844,-2.999964952468872,0.0,-17.73769760131836,0.0,0.0,0.0,3.0,0.6,36.20426559448242,41.73569107055664
70,maze,106,0,0,freeG,3000,3000,148.14865112304688,20.522558212280273,14.840054512023926,4.443159580230713,342,14.12423038482666,82,0.7902416586875916,0,0,0,0,137.64585876464844,59.93408203125,-2.999964952468872,0.0,-0.1963844895362854,0.0,0.0,0.0,3.0,0.6,16.57559585571289,16.57559585571289
71,maze,106,1,0,freeG,3000,3000,148.14865112304688,20.522558212280273,14.840054512023926,4.443159580230713,342,14.12423038482666,82,0.7902416586875916,0,0,0,0,137.64585876464844,59.93408203125,-2.999964952468872,0.0,-0.1963844895362854,0.0,0.0,0.0,3.0,0.6,16.57559585571289,16.57559585571289
72,maze,101,0,0,novelG,3000,3000,184.46734619140625,44.0926628112793,29.77046012878418,15.328876495361328,710,35.30249786376953,110,0.6716685891151428,0,0,0,0,160.12872314453125,37.42117691040039,-2.999964952468872,0.0,-67.15435028076172,0.0,0.0,0.0,3.0,0.6,36.94566345214844,31.30017852783203
73,maze,101,1,0,novelG,3000,3000,184.46734619140625,44.0926628112793,29.77046012878418,15.328876495361328,710,35.30249786376953,110,0.6716685891151428,0,0,0,0,160.12872314453125,37.42117691040039,-2.999964952468872,0.0,-67.15435028076172,0.0,0.0,0.0,3.0,0.6,36.94566345214844,31.30017852783203
74,maze,102,0,0,novelG,3000,3000,145.7384490966797,26.98373794555664,14.462703704833984,8.139297485351562,239,14.695393562316895,36,0.8545320630073547,0,0,0,0,108.92046356201172,20.012056350708008,-2.999964952468872,0.0,0.0,0.0,0.0,0.0,3.0,0.6,17.088871002197266,24.572813034057617
75,maze,102,1,0,novelG,3000,3000,145.7384490966797,26.98373794555664,14.462703704833984,8.139297485351562,239,14.695393562316895,36,0.8545320630073547,0,0,0,0,108.92046356201172,20.012056350708008,-2.999964952468872,0.0,0.0,0.0,0.0,0.0,3.0,0.6,17.088871002197266,24.572813034057617
76,maze,103,0,0,novelG,3000,3000,160.3646697998047,36.81302261352539,31.19967269897461,20.551067352294922,255,9.541211128234863,44,0.6526642441749573,0,0,0,0,51.835025787353516,17.928449630737305,-2.999964952468872,0.0,-0.8121304512023926,0.0,0.0,0.0,3.0,0.6,28.44996452331543,28.44996452331543
77,maze,103,1,0,novelG,3000,3000,160.3646697998047,36.81302261352539,31.19967269897461,20.551067352294922,255,9.541211128234863,44,0.6526642441749573,0,0,0,0,51.835025787353516,17.928449630737305,-2.999964952468872,0.0,-0.8121304512023926,0.0,0.0,0.0,3.0,0.6,28.44996452331543,28.44996452331543
78,maze,104,0,0,novelG,3000,3000,161.5725555419922,39.78676986694336,20.947660446166992,16.44527244567871,511,30.830778121948242,73,0.6570317149162292,0,0,0,0,154.9800567626953,27.521724700927734,-2.999964952468872,0.0,-120.42056274414062,0.0,0.0,0.0,3.0,0.6,22.45723533630371,37.262062072753906
79,maze,104,1,0,novelG,3000,3000,161.5725555419922,39.78676986694336,20.947660446166992,16.44527244567871,511,30.830778121948242,73,0.6570317149162292,0,0,0,0,154.9800567626953,27.521724700927734,-2.999964952468872,0.0,-120.42056274414062,0.0,0.0,0.0,3.0,0.6,22.45723533630371,37.262062072753906
80,maze,105,0,0,novelG,3000,3000,198.72242736816406,50.997222900390625,47.389129638671875,32.212398529052734,963,4.247274398803711,114,0.6552672982215881,0,0,0,0,16.656814575195312,33.53126907348633,-2.999964952468872,0.0,-10.586357116699219,0.0,0.0,0.0,3.0,0.6,36.20426559448242,41.73569107055664
81,maze,105,1,0,novelG,3000,3000,198.72242736816406,50.997222900390625,47.389129638671875,32.212398529052734,963,4.247274398803711,114,0.6552672982215881,0,0,0,0,16.656814575195312,33.53126907348633,-2.999964952468872,0.0,-10.586357116699219,0.0,0.0,0.0,3.0,0.6,36.20426559448242,41.73569107055664
82,maze,106,0,0,novelG,3000,3000,158.5176544189453,20.522558212280273,1.6667225360870361,0.792029082775116,394,21.982051849365234,43,0.7968055605888367,0,0,0,0,214.22471618652344,31.42884063720703,-2.999964952468872,0.0,-0.0031131121795624495,0.0,0.0,0.0,3.0,0.6,16.57559585571289,16.57559585571289
83,maze,106,1,0,novelG,3000,3000,158.5176544189453,20.522558212280273,1.6667225360870361,0.792029082775116,394,21.982051849365234,43,0.7968055605888367,0,0,0,0,214.22471618652344,31.42884063720703,-2.999964952468872,0.0,-0.0031131121795624495,0.0,0.0,0.0,3.0,0.6,16.57559585571289,16.57559585571289
84,maze,101,0,0,cover,3000,3000,162.1157989501953,44.0926628112793,47.01869583129883,27.308490753173828,343,3.180828332901001,66,0.8053414821624756,0,0,0,0,14.427971839904785,22.452722549438477,-2.999964952468872,0.0,0.0,0.0,0.0,0.0,3.0,0.6,36.94566345214844,31.30017852783203
85,maze,101,1,0,cover,3000,3000,162.1157989501953,44.0926628112793,47.01869583129883,27.308490753173828,343,3.180828332901001,66,0.8053414821624756,0,0,0,0,14.427971839904785,22.452722549438477,-2.999964952468872,0.0,0.0,0.0,0.0,0.0,3.0,0.6,36.94566345214844,31.30017852783203
86,maze,102,0,0,cover,3000,3000,143.7046356201172,26.98373794555664,1.5714884996414185,0.3782573342323303,709,27.838687896728516,76,0.8559699058532715,0,0,0,0,206.33663940429688,42.24766159057617,-2.999964952468872,0.0,0.0,0.0,0.0,0.0,3.0,0.6,17.088871002197266,24.572813034057617
